timestamp,model,is_final,seed,accuracy_llada-math,avg_steps_llada-math,n_samples_llada-math,elapsed_llada-math,accuracy_llada-humaneval,avg_steps_llada-humaneval,n_samples_llada-humaneval,elapsed_llada-humaneval,gen_ppl_dream-text,mauve_dream-text,entropy_dream-text,rep2_dream-text,avg_steps_dream-text,n_samples_dream-text,elapsed_dream-text
2026-04-14T22:58:35.831781+00:00,baseline:random,true,42,,,,,,,,,,,,,,,
2026-04-16T17:30:00.341776+00:00,baseline:klass_kl,true,42,,,,69,,,,,,,,,,,
2026-04-16T17:48:00.521409+00:00,baseline:prophet,true,42,,,,37,,,,,,,,,,,
2026-04-17T04:07:03.496933+00:00,baseline:klass,true,42,0.334,127.86,500.0,3328,0.372,93.81,164.0,909,64.2192,0.0677,6.3243,0.0163,88.54,256.0,515
2026-04-17T07:55:03.203687+00:00,baseline:confidence_greedy,true,42,0.316,256.0,500.0,6094,0.3659,256.0,164.0,2070,170.6088,0.0321,6.4134,0.0133,224.0,256.0,1085
2026-04-17T12:00:00.000000+00:00,baseline:topk_margin,true,42,0.322,256.0,500.0,6143,0.3902,256.0,164.0,2817,237.0499,0.1124,5.9261,0.0254,224.0,256.0,1536
2026-04-17T17:34:10.980423+00:00,qwen/qwen3.6-plus,false,42,,,,,,,,,,,,,,,
2026-04-17T18:11:31.174741+00:00,qwen/qwen3.6-plus,false,42,,,,,,,,,,,,,,,
2026-04-17T18:12:04.096039+00:00,openai/gpt-5.4,false,42,0.308,83.04,500.0,2142,0.378,71.68,164.0,599,34.4202,0.0927,6.232,0.0041,35.32,256.0,260
2026-04-17T18:28:11.830169+00:00,qwen/qwen3.6-plus,false,42,,,,,,,,,,,,,,,
2026-04-17T18:29:18.696490+00:00,qwen/qwen3.6-plus,true,42,,,,,,,,,,,,,,,
2026-04-17T18:40:47.669464+00:00,anthropic/claude-opus-4.6,false,42,0.284,57.43,500.0,1591,0.378,56.26,164.0,514,39.5036,0.0852,6.026,0.0344,40.82,256.0,332
2026-04-17T18:53:01.353361+00:00,google/gemini-3.1-pro-preview,false,42,0.318,118.31,500.0,4306,0.4024,91.45,164.0,1084,12.4279,0.0937,4.3276,0.0798,49.09,256.0,463
2026-04-17T19:36:09.571586+00:00,openai/gpt-5.4,false,42,0.336,149.51,500.0,3738,0.378,137.63,164.0,1097,27.1823,0.102,6.2163,0.0041,31.98,256.0,245
2026-04-17T19:36:34.505837+00:00,openai/gpt-5.4,true,42,0.336,149.51,500.0,3738,0.378,137.63,164.0,1097,27.1823,0.102,6.2163,0.0041,31.98,256.0,245
2026-04-17T20:25:07.264866+00:00,anthropic/claude-opus-4.6,false,42,0.304,121.73,500.0,3530,0.4024,89.39,164.0,964,127.3574,0.0146,10.2923,0.0927,112.15,256.0,670
2026-04-17T20:40:10.394008+00:00,deepseek-reasoner,false,42,0.328,256.0,500.0,9595,0.4146,256.0,164.0,3468,221.4977,0.0546,5.2755,0.0154,224.0,256.0,1576
2026-04-17T21:42:42.141406+00:00,google/gemini-3.1-pro-preview,false,42,0.33,126.41,500.0,4722,0.3537,92.1,164.0,1107,27.3506,0.1681,4.2844,0.0448,92.7,256.0,719
2026-04-17T21:44:05.598723+00:00,anthropic/claude-opus-4.6,false,42,0.304,121.73,500.0,3587,0.4024,89.39,164.0,843,28.4424,0.23,6.1337,0.0129,35.23,256.0,270
2026-04-17T21:44:18.055806+00:00,anthropic/claude-opus-4.6,true,42,0.304,121.73,500.0,3587,0.4024,89.39,164.0,843,28.4424,0.23,6.1337,0.0129,35.23,256.0,270
2026-04-17T22:07:19.879329+00:00,deepseek-reasoner,false,42,0.29,114.62,500.0,4178,0.378,74.8,164.0,906,26.7491,0.2098,6.0308,0.0073,26.72,256.0,288
2026-04-17T23:25:15.031631+00:00,google/gemini-3.1-pro-preview,false,42,0.296,122.36,500.0,4447,0.3902,91.26,164.0,1080,73.2208,0.0585,5.6316,0.0194,65.01,256.0,535
2026-04-17T23:26:30.542971+00:00,google/gemini-3.1-pro-preview,true,42,0.318,118.31,500.0,4306,0.4024,91.45,164.0,1084,12.4279,0.0937,4.3276,0.0798,49.09,256.0,463
2026-04-18T00:10:29.014678+00:00,deepseek-reasoner,false,42,0.31,160.64,500.0,5939,0.3841,99.28,164.0,1191,56.8002,0.0694,6.0701,0.0079,21.99,256.0,261
2026-04-18T00:11:23.356250+00:00,deepseek-reasoner,true,42,0.29,114.62,500.0,4178,0.378,74.8,164.0,906,26.7491,0.2098,6.0308,0.0073,26.72,256.0,288
2026-07-18T10:23:17.158776+00:00,baseline:topk_margin,false,1,,,,,,,,,,,,,,,
2026-07-18T10:23:17.163809+00:00,baseline:confidence_greedy,false,1,,,,,,,,,,,,,,,
2026-07-18T10:23:17.649038+00:00,baseline:klass,false,2,,,,,,,,,,,,,,,
2026-07-18T10:23:18.513981+00:00,baseline:topk_margin,false,2,,,,,,,,,,,,,,,
2026-07-18T10:23:19.151015+00:00,baseline:klass,false,1,,,,,,,,,,,,,,,
2026-07-18T10:23:24.925070+00:00,baseline:confidence_greedy,false,2,,,,,,,,,,,,,,,
2026-07-18T10:24:06.529089+00:00,baseline:confidence_greedy,false,3,,,,,,,,,,,,,,,
2026-07-18T10:24:06.558751+00:00,baseline:topk_margin,false,3,,,,,,,,,,,,,,,
2026-07-18T10:24:06.599609+00:00,baseline:klass,false,3,,,,,,,,,,,,,,,
2026-07-18T10:53:05.897225+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.312,84.37,,1429.9,0.3902,70.1,,724.2,,,,,,,41.8
2026-07-18T11:03:01.740595+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.32,127.34,,2007.9,0.3963,80.76,,811.2,,,,,,,65.9
2026-07-18T11:03:02.657396+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.31,129.22,,2085.9,0.3963,93.92,,927.4,,,,,,,42.2
2026-07-18T11:18:50.320591+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.304,52.09,,1002.5,0.3659,49.84,,582.9,,,,,,,70.7
2026-07-18T11:21:15.206950+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.284,48.96,,922.0,0.3902,47.73,,535.4,,,,,,,85.5
2026-07-18T11:28:13.185978+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.318,111.77,,1745.3,0.3902,73.4,,706.2,,,,,,,200.1
2026-07-18T11:29:24.906366+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.302,51.52,,979.4,0.372,52.28,,565.3,,,,,,,235.0
2026-07-18T11:30:01.666886+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.306,96.48,,1526.4,0.372,52.28,,567.3,,,,,,,77.7
2026-07-18T11:31:46.453359+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T11:32:42.777498+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.306,96.48,,1557.7,0.372,52.28,,617.6,,,,,,,75.2
2026-07-18T11:35:00.787520+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.322,127.23,,2298.1,0.372,92.16,,1027.2,,,,,,,101.6
2026-07-18T11:38:04.904350+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.32,128.06,,2341.7,0.3841,92.27,,1055.4,,,,,,,41.3
2026-07-18T11:41:34.646142+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.336,131.97,,2052.1,0.4024,88.29,,843.7,,,,,,,79.8
2026-07-18T11:42:03.122413+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.298,125.61,,2033.8,0.3963,90.41,,878.4,,,,,,,90.9
2026-07-18T11:43:57.347234+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.334,124.21,,2285.9,0.4024,86.76,,1015.5,,,,,,,59.7
2026-07-18T11:44:52.217361+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.29,49.84,,1091.4,0.3841,49.1,,684.4,,,,,,,125.4
2026-07-18T11:44:53.257614+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.322,127.23,,2339.3,0.372,92.16,,1070.3,,,,,,,136.6
2026-07-18T11:46:06.129327+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T12:02:01.779220+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.324,57.03,,1208.9,0.372,61.09,,740.7,,,,,,,299.4
2026-07-18T12:04:44.063837+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.328,124.7,,2200.8,0.3902,85.76,,1002.7,,,,,,,120.2
2026-07-18T12:05:31.413594+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.314,112.63,,1766.4,0.3841,62.59,,659.1,,,,,,,34.0
2026-07-18T12:06:21.967349+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.314,112.63,,1792.5,0.3841,62.59,,666.1,,,,,,,89.6
2026-07-18T12:06:23.878450+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.314,128.86,,2119.6,0.3963,85.5,,955.1,,,,,,,33.6
2026-07-18T12:06:29.656455+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,0.314,112.63,,1792.5,0.3841,62.59,,666.1,,,,,,,89.6
2026-07-18T12:06:34.776597+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,0.318,111.77,,1745.3,0.3902,73.4,,706.2,,,,,,,200.1
2026-07-18T12:08:23.442493+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T12:08:30.542617+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,0.328,124.7,,2200.8,0.3902,85.76,,1002.7,,,,,,,120.2
2026-07-18T12:17:45.731500+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.322,127.23,,2312.1,0.372,92.16,,1101.0,,,,,,,24.6
2026-07-18T12:18:22.329242+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.336,131.97,,2066.0,0.4024,88.29,,865.6,,,,,,,37.5
2026-07-18T12:18:32.156992+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,0.336,131.97,,2066.0,0.4024,88.29,,865.6,,,,,,,37.5
2026-07-18T12:20:48.244452+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.316,127.66,,2426.8,0.3841,91.82,,1134.1,,,,,,,24.1
2026-07-18T12:23:43.668253+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.324,57.03,,1118.2,0.372,61.09,,652.1,,,,,,,28.2
2026-07-18T12:23:46.261634+00:00,claude-fable-5__base:eng:ctx_proposal,false,42,0.31,129.22,,2335.5,0.3963,93.92,,1193.5,,,,,,,23.4
2026-07-18T12:23:53.997887+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,0.324,57.03,,1118.2,0.372,61.09,,652.1,,,,,,,28.2
2026-07-18T12:23:55.763135+00:00,claude-fable-5__base:eng:ctx_proposal,true,42,0.31,129.22,,2335.5,0.3963,93.92,,1193.5,,,,,,,23.4
2026-07-18T12:26:19.657506+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.318,124.13,,2181.9,0.3963,87.44,,998.4,,,,,,,26.3
2026-07-18T12:26:31.246564+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,0.318,124.13,,2181.9,0.3963,87.44,,998.4,,,,,,,26.3
2026-07-18T12:27:04.338845+00:00,claude-fable-5__sft32b:eng:ctx_proposal,false,42,0.334,124.21,,2318.6,0.4024,86.76,,1045.3,,,,,,,16.5
2026-07-18T12:27:13.805845+00:00,claude-fable-5__sft32b:eng:ctx_proposal,true,42,0.334,124.21,,2318.6,0.4024,86.76,,1045.3,,,,,,,16.5
2026-07-18T12:34:50.702907+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.322,127.23,,2701.4,0.372,92.16,,1413.4,,,,,,,17.0
2026-07-18T12:40:52.872894+00:00,claude-fable-5__rl:eng:ctx_proposal,false,42,0.314,131.09,,2016.0,0.3963,75.84,,731.9,,,,,,,19.0
2026-07-18T12:41:02.699843+00:00,claude-fable-5__rl:eng:ctx_proposal,true,42,0.314,131.09,,2016.0,0.3963,75.84,,731.9,,,,,,,19.0
2026-07-18T12:48:04.005600+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.286,62.87,,1083.1,0.378,58.79,,583.6,,,,,,,18.7
2026-07-18T12:49:41.488841+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-18T12:49:49.448690+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.282,60.0,,1142.1,0.378,66.43,,681.6,,,,,,,17.8
2026-07-18T12:53:18.531177+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.31,82.46,,1397.0,0.378,62.58,,643.3,,,,,,,14.4
2026-07-18T12:54:32.705231+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.32,126.89,,2132.1,0.372,92.27,,918.8,,,,,,,18.4
2026-07-18T12:54:42.763742+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,0.322,127.23,,2312.1,0.372,92.16,,1101.0,,,,,,,24.6
2026-07-18T12:59:02.174413+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.316,127.36,,2241.3,0.372,92.45,,957.4,,,,,,,16.6
2026-07-18T12:59:11.311676+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,0.32,128.06,,2341.7,0.3841,92.27,,1055.4,,,,,,,41.3
2026-07-18T13:08:42.175192+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.286,55.09,,1032.9,0.378,62.1,,604.1,,,,,,,20.5
2026-07-18T13:18:18.353145+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.316,88.73,,1400.2,0.378,57.13,,550.7,,,,,,,13.3
2026-07-18T13:22:47.389343+00:00,claude-fable-5__sft8b:eng:ctx_proposal,false,42,0.318,161.19,,2734.8,0.372,98.58,,1025.5,,,,,,,18.6
2026-07-18T13:22:57.276913+00:00,claude-fable-5__sft8b:eng:ctx_proposal,true,42,0.322,127.23,,2701.4,0.372,92.16,,1413.4,,,,,,,17.0
2026-07-18T13:23:25.368833+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.326,118.8,,1955.0,0.3963,107.46,,985.6,,,,,,,17.0
2026-07-18T13:23:35.131997+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,0.326,118.8,,1955.0,0.3963,107.46,,985.6,,,,,,,17.0
2026-07-18T13:27:05.158304+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.284,54.98,,1030.8,0.378,63.4,,624.0,,,,,,,20.6
2026-07-18T13:27:13.783518+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,0.286,55.09,,1032.9,0.378,62.1,,604.1,,,,,,,20.5
2026-07-18T14:01:26.359996+00:00,claude-fable-5__base32b:eng:ctx_proposal,false,42,0.286,80.02,,2489.7,0.378,54.21,,1012.6,,,,,,,18.3
2026-07-18T14:01:35.386915+00:00,claude-fable-5__base32b:eng:ctx_proposal,true,42,0.316,88.73,,1400.2,0.378,57.13,,550.7,,,,,,,13.3
2026-07-20T05:25:01.074346+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.31,129.2,,2083.2,0.3963,93.91,,903.4,,,,,,,20.2
2026-07-20T05:25:24.509498+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.306,127.7,,2270.9,0.3963,92.13,,997.4,,,,,,,16.4
2026-07-20T05:26:42.645046+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T05:28:07.903208+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.322,133.0,,2425.0,0.3902,94.51,,1052.7,,,,,,,16.8
2026-07-20T05:31:13.021252+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.306,127.7,,2272.3,0.3963,92.13,,988.1,,,,,,,17.9
2026-07-20T05:37:11.962673+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.306,127.7,,2318.9,0.3963,92.13,,1004.4,,,,,,,20.3
2026-07-20T05:38:32.850902+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.306,127.7,,2284.5,0.3963,92.13,,995.5,,,,,,,18.1
2026-07-20T05:38:57.488873+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,,,,,,,,,,,,,,,
2026-07-20T06:02:33.350767+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.31,129.2,,2060.0,0.3963,93.91,,873.1,,,,,,,22.5
2026-07-20T06:02:42.756944+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.31,129.2,,2060.0,0.3963,93.91,,873.1,,,,,,,22.5
2026-07-20T06:05:03.545792+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.306,127.7,,2233.7,0.3963,92.13,,960.4,,,,,,,17.3
2026-07-20T06:08:32.263146+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.306,127.7,,2244.1,0.3963,92.13,,958.5,,,,,,,19.7
2026-07-20T06:11:17.184761+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.306,127.7,,2260.3,0.3963,92.14,,969.7,,,,,,,19.1
2026-07-20T06:18:54.521815+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.306,127.7,,2241.3,0.3963,92.13,,958.0,,,,,,,19.5
2026-07-20T06:19:02.123937+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.306,127.7,,2302.2,0.3963,92.13,,973.4,,,,,,,22.5
2026-07-20T06:19:09.596145+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,0.306,127.7,,2302.2,0.3963,92.13,,973.4,,,,,,,22.5
2026-07-20T06:37:37.071709+00:00,claude-fable-5__base8b:eng:ctx_proposal,false,42,0.318,107.75,,1807.7,0.3841,62.34,,663.7,,,,,,,16.8
2026-07-20T06:37:46.375062+00:00,claude-fable-5__base8b:eng:ctx_proposal,true,42,0.318,107.75,,1807.7,0.3841,62.34,,663.7,,,,,,,16.8
2026-07-20T06:48:25.027049+00:00,claude-fable-5__base14b:eng:ctx_proposal,false,42,0.302,116.86,,2101.3,0.3902,88.76,,932.5,,,,,,,20.1
2026-07-20T06:48:34.452279+00:00,claude-fable-5__base14b:eng:ctx_proposal,true,42,0.306,127.7,,2260.3,0.3963,92.14,,969.7,,,,,,,19.1
